,Community Name,Community Code,Venue Name,Venue ID,Lat,Long,Categories
11206,PARKLAND,PKL,Windsor Rose,4ed3ab64775bbb5f36adc484,50.875968443759476,-114.03749689547215,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/gastropub_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Gastropubs', 'name': 'Gastropub', 'id': '4bf58dd8d48988d155941735', 'shortName': 'Gastropub'}]"
11208,PARKLAND,PKL,Sea,4b6e15e1f964a5205da92ce3,50.91540485373234,-113.96080502352406,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/seafood_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Seafood Restaurants', 'name': 'Seafood Restaurant', 'id': '4bf58dd8d48988d1ce941735', 'shortName': 'Seafood'}]"
11213,PARKLAND,PKL,Chili's,4b9730a5f964a520a1fb34e3,50.93139304675528,-113.96880221624447,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Sandwich Places', 'name': 'Sandwich Place', 'id': '4bf58dd8d48988d1c5941735', 'shortName': 'Sandwiches'}]"
11215,PARKLAND,PKL,Edo Japan,4b7c8e39f964a520cc9a2fe3,50.93236467077297,-113.96151865122104,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Japanese Restaurants', 'name': 'Japanese Restaurant', 'id': '4bf58dd8d48988d111941735', 'shortName': 'Japanese'}]"
11216,CASTLERIDGE,CAS,Cactus Club Cafe,4b6b65e1f964a5200e062ce3,51.08952899827636,-114.00086353367584,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'American Restaurants', 'name': 'American Restaurant', 'id': '4bf58dd8d48988d14e941735', 'shortName': 'American'}]"
11217,CASTLERIDGE,CAS,Chapters,4b0ea62ff964a5204d5923e3,51.075447026059514,-113.99101998178733,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bookstore_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Bookstores', 'name': 'Bookstore', 'id': '4bf58dd8d48988d114951735', 'shortName': 'Bookstore'}]"
11219,CASTLERIDGE,CAS,Moxie's Classic Grill,4b0586ebf964a5206f7522e3,51.094962248253026,-114.00067302826717,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'American Restaurants', 'name': 'American Restaurant', 'id': '4bf58dd8d48988d14e941735', 'shortName': 'American'}]"
11220,CASTLERIDGE,CAS,Alberta King of Subs,4b0586ecf964a520c47522e3,51.09131252004951,-113.95779283227455,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/diner_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Diners', 'name': 'Diner', 'id': '4bf58dd8d48988d147941735', 'shortName': 'Diner'}]"
11225,CASTLERIDGE,CAS,White Spot Barlow Trail,4b0feb20f964a5203f6623e3,51.08215111304877,-114.00426084731332,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
11228,CASTLERIDGE,CAS,Cora,4e52729dfa7687935fbb3ff8,51.07454642250958,-113.98448727460058,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
11230,CASTLERIDGE,CAS,Noodle King,4b97ef01f964a520722035e3,51.079927723178976,-114.005547568727,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/vietnamese_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Vietnamese Restaurants', 'name': 'Vietnamese Restaurant', 'id': '4bf58dd8d48988d14a941735', 'shortName': 'Vietnamese'}]"
11238,CASTLERIDGE,CAS,Esso,4b6df314f964a520499e2ce3,51.08545368743343,-113.95775605712575,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/gas_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Gas Stations', 'name': 'Gas Station', 'id': '4bf58dd8d48988d113951735', 'shortName': 'Gas Station'}]"
11251,CASTLERIDGE,CAS,Montana's,4b3d54c8f964a5208d9225e3,51.13041653347308,-114.00981248558884,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'American Restaurants', 'name': 'American Restaurant', 'id': '4bf58dd8d48988d14e941735', 'shortName': 'American'}]"
11255,CASTLERIDGE,CAS,Belgian Beer Café,58233d4a8392da72b92b871c,51.12978785549761,-114.00355740403691,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Belgian Restaurants', 'name': 'Belgian Restaurant', 'id': '52e81612bcbc57f1066b7a02', 'shortName': 'Belgian'}]"
11257,CASTLERIDGE,CAS,Chili's Grill & Bar,4ca12aa42fb1a143a0c80241,51.13285279064184,-114.01366155992756,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'American Restaurants', 'name': 'American Restaurant', 'id': '4bf58dd8d48988d14e941735', 'shortName': 'American'}]"
11261,CASTLERIDGE,CAS,Kelseys,4b64b772f964a520adca2ae3,51.131950843112065,-114.01138582564342,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'American Restaurants', 'name': 'American Restaurant', 'id': '4bf58dd8d48988d14e941735', 'shortName': 'American'}]"
11262,CASTLERIDGE,CAS,Perkins Family Restaurant,4b5c9711f964a520713829e3,51.080382133376986,-114.00291942007895,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'American Restaurants', 'name': 'American Restaurant', 'id': '4bf58dd8d48988d14e941735', 'shortName': 'American'}]"
11263,CASTLERIDGE,CAS,Mac's,4b6ed29bf964a52011cc2ce3,51.10144749348943,-113.94953805843072,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Fast Food Restaurants', 'name': 'Fast Food Restaurant', 'id': '4bf58dd8d48988d16e941735', 'shortName': 'Fast Food'}]"
11264,CASTLERIDGE,CAS,Eggs & More,4b719061f964a520c54d2de3,51.09745114579045,-113.95739550492337,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
11266,KINGSLAND,KIN,The Keg Steakhouse + Bar,4b0586e7f964a520e07322e3,50.99054230954866,-114.07095336900285,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/steakhouse_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Steakhouses', 'name': 'Steakhouse', 'id': '4bf58dd8d48988d1cc941735', 'shortName': 'Steakhouse'}]"
11267,KINGSLAND,KIN,Smuggler's Inn,4b0586e7f964a5202f7422e3,50.99202861339054,-114.07074226894635,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/steakhouse_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Steakhouses', 'name': 'Steakhouse', 'id': '4bf58dd8d48988d1cc941735', 'shortName': 'Steakhouse'}]"
11268,KINGSLAND,KIN,Bolero,4bd7626935aad13a8fc58ef3,50.992366574675366,-114.07089722628092,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/argentinian_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Brazilian Restaurants', 'name': 'Brazilian Restaurant', 'id': '4bf58dd8d48988d16b941735', 'shortName': 'Brazilian'}]"
11269,KINGSLAND,KIN,Phil & Sebastian Coffee Roaster,4ca4d97f7f84224b96e5d058,51.00042560750507,-114.0732895713657,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Cafés', 'name': 'Café', 'id': '4bf58dd8d48988d16d941735', 'shortName': 'Café'}]"
11271,KINGSLAND,KIN,Tango Bistro,4ba56b9cf964a5205e0539e3,50.99217345314099,-114.07091905803837,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/tapas_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Tapas Restaurants', 'name': 'Tapas Restaurant', 'id': '4bf58dd8d48988d1db931735', 'shortName': 'Tapas'}]"
11275,KINGSLAND,KIN,Cheesecake Cafe,4b915ccef964a5204bb633e3,50.98573000118743,-114.07079741989092,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'American Restaurants', 'name': 'American Restaurant', 'id': '4bf58dd8d48988d14e941735', 'shortName': 'American'}]"
11276,KINGSLAND,KIN,Tom's House of Pizza,4b5ca0b8f964a520c93a29e3,50.98530851759652,-114.07089644302425,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Pizza Places', 'name': 'Pizza Place', 'id': '4bf58dd8d48988d1ca941735', 'shortName': 'Pizza'}]"
11278,KINGSLAND,KIN,Sidewalk Citizen Bakery,4daf1e3f6a23e6c93498b0f8,51.005044378182895,-114.06708344500097,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bagels_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Bagel Shops', 'name': 'Bagel Shop', 'id': '4bf58dd8d48988d179941735', 'shortName': 'Bagels'}]"
11283,KINGSLAND,KIN,Fratello Analog Cafe,4dbc72d10cb691071ca3d001,50.984817516242686,-114.05143747194398,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Coffee Shops', 'name': 'Coffee Shop', 'id': '4bf58dd8d48988d1e0931735', 'shortName': 'Coffee Shop'}]"
11284,KINGSLAND,KIN,Open Sesame,4b66201df964a52016152be3,50.99234191842781,-114.07093999480433,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Asian Restaurants', 'name': 'Asian Restaurant', 'id': '4bf58dd8d48988d142941735', 'shortName': 'Asian'}]"
11286,KINGSLAND,KIN,Railroad Cafe,4ba50faef964a5206cd738e3,50.982325224144134,-114.10132011042822,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Sandwich Places', 'name': 'Sandwich Place', 'id': '4bf58dd8d48988d1c5941735', 'shortName': 'Sandwiches'}]"
11288,KINGSLAND,KIN,Red Lobster,4b68de49f964a520ef902be3,50.998557,-114.070882,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/seafood_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Seafood Restaurants', 'name': 'Seafood Restaurant', 'id': '4bf58dd8d48988d1ce941735', 'shortName': 'Seafood'}]"
11290,KINGSLAND,KIN,Cravings Market Restaurant,4b50dba0f964a5209b3527e3,50.98889542405871,-114.06408528595615,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'American Restaurants', 'name': 'American Restaurant', 'id': '4bf58dd8d48988d14e941735', 'shortName': 'American'}]"
11295,KINGSLAND,KIN,White Spot MacLeod Trail,4bd0d7cb41b9ef3b8bf5fae5,50.959873749712564,-114.07081511091606,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
11313,KINGSLAND,KIN,Papa John's Pizza,509eea6be4b0912bf33404d6,50.988117,-114.072632,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Pizza Places', 'name': 'Pizza Place', 'id': '4bf58dd8d48988d1ca941735', 'shortName': 'Pizza'}]"
11314,KINGSLAND,KIN,Roast Coffee & Tea,4d28c974b818a35d07a7988a,50.984213072370416,-114.07292506078504,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Cafés', 'name': 'Café', 'id': '4bf58dd8d48988d16d941735', 'shortName': 'Café'}]"
11315,KINGSLAND,KIN,Schanks Sports Grill,4b0586ebf964a520667522e3,50.969442963433096,-114.07347174771215,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
11316,ALBERT PARK/RADISSON HEIGHTS,ALB,Pacific Hut Restaurant,4b0586ecf964a520c07522e3,51.03692238262008,-113.98876716446624,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Asian Restaurants', 'name': 'Asian Restaurant', 'id': '4bf58dd8d48988d142941735', 'shortName': 'Asian'}]"
11317,ALBERT PARK/RADISSON HEIGHTS,ALB,Shawarma Palace,4bf0b12e21072d7fc449208b,51.037969176718356,-113.97908643380909,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/falafel_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Falafel Restaurants', 'name': 'Falafel Restaurant', 'id': '4bf58dd8d48988d10b941735', 'shortName': 'Falafel'}]"
11318,ALBERT PARK/RADISSON HEIGHTS,ALB,Gravity Espresso & Wine Bar,4f60a294e4b00cb4e0710e4f,51.04228941529499,-114.03797728808385,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Coffee Shops', 'name': 'Coffee Shop', 'id': '4bf58dd8d48988d1e0931735', 'shortName': 'Coffee Shop'}]"
11319,ALBERT PARK/RADISSON HEIGHTS,ALB,Over Easy Breakfast,4b379da0f964a520134325e3,51.05317318370574,-114.04412627220154,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
11321,ALBERT PARK/RADISSON HEIGHTS,ALB,Kings Restaurant,4b7aeeeaf964a52004472fe3,51.052640536529026,-114.00086003335883,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Chinese Restaurants', 'name': 'Chinese Restaurant', 'id': '4bf58dd8d48988d145941735', 'shortName': 'Chinese'}]"
11322,ALBERT PARK/RADISSON HEIGHTS,ALB,Blue Star Diner,4e4a98cb62847afcaf180933,51.05323399650723,-114.04491803735235,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/diner_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Diners', 'name': 'Diner', 'id': '4bf58dd8d48988d147941735', 'shortName': 'Diner'}]"
11323,ALBERT PARK/RADISSON HEIGHTS,ALB,Blackfoot Diner,4b51e6ddf964a5206b5a27e3,51.03646549861947,-114.02038675227006,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/diner_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Diners', 'name': 'Diner', 'id': '4bf58dd8d48988d147941735', 'shortName': 'Diner'}]"
11325,ALBERT PARK/RADISSON HEIGHTS,ALB,The Deane House Restaurant,4b0586eaf964a520317522e3,51.043730929819226,-114.04194095802966,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Restaurants', 'name': 'Restaurant', 'id': '4bf58dd8d48988d1c4941735', 'shortName': 'Restaurant'}]"
11326,ALBERT PARK/RADISSON HEIGHTS,ALB,Red's in Ramsay,5259ae48498e7ef385fc5413,51.03998265683814,-114.04196509485027,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
11327,ALBERT PARK/RADISSON HEIGHTS,ALB,Chapters,4b0ea62ff964a5204d5923e3,51.075447026059514,-113.99101998178733,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bookstore_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Bookstores', 'name': 'Bookstore', 'id': '4bf58dd8d48988d114951735', 'shortName': 'Bookstore'}]"
11328,ALBERT PARK/RADISSON HEIGHTS,ALB,Sidewalk Citizen Bakery,55be8a30498eeabf4dfad006,51.04795216155776,-114.04992423029985,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Bakeries', 'name': 'Bakery', 'id': '4bf58dd8d48988d16a941735', 'shortName': 'Bakery'}]"
11329,ALBERT PARK/RADISSON HEIGHTS,ALB,Cinquecento Cucina,5175f4b0e4b0d6b348d78208,51.04268895648312,-114.03934852254264,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Italian Restaurants', 'name': 'Italian Restaurant', 'id': '4bf58dd8d48988d110941735', 'shortName': 'Italian'}]"
11333,ALBERT PARK/RADISSON HEIGHTS,ALB,The Fine Diner,4f96f3f5e4b0489d4e516f0c,51.039833131715696,-114.03051567199022,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/diner_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Diners', 'name': 'Diner', 'id': '4bf58dd8d48988d147941735', 'shortName': 'Diner'}]"
11334,ALBERT PARK/RADISSON HEIGHTS,ALB,charbar,557c6201498ec1b1d68e0d93,51.04799680370379,-114.0498146193752,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/argentinian_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Argentinian Restaurants', 'name': 'Argentinian Restaurant', 'id': '4bf58dd8d48988d107941735', 'shortName': 'Argentinian'}]"
11338,ALBERT PARK/RADISSON HEIGHTS,ALB,Fort Calgary,4b0586e9f964a520db7422e3,51.04486061381713,-114.04495467658666,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/museum_history_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'History Museums', 'name': 'History Museum', 'id': '4bf58dd8d48988d190941735', 'shortName': 'History Museum'}]"
11341,ALBERT PARK/RADISSON HEIGHTS,ALB,The Hose and Hound Neighbourhood Pub,4b0586e7f964a520ea7322e3,51.042411277847954,-114.03722444791974,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Pubs', 'name': 'Pub', 'id': '4bf58dd8d48988d11b941735', 'shortName': 'Pub'}]"
11342,ALBERT PARK/RADISSON HEIGHTS,ALB,The Main Dish,4b083712f964a520770623e3,51.052985214997534,-114.04145628980447,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Sandwich Places', 'name': 'Sandwich Place', 'id': '4bf58dd8d48988d1c5941735', 'shortName': 'Sandwiches'}]"
11347,ALBERT PARK/RADISSON HEIGHTS,ALB,Cora,4e52729dfa7687935fbb3ff8,51.07454642250958,-113.98448727460058,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
11353,ALBERT PARK/RADISSON HEIGHTS,ALB,Bite Groceteria,4b918a2cf964a520f3c333e3,51.042260071840325,-114.03817489516251,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Grocery Stores', 'name': 'Grocery Store', 'id': '4bf58dd8d48988d118951735', 'shortName': 'Grocery Store'}]"
11361,ALBERT PARK/RADISSON HEIGHTS,ALB,Vern's Pizza,4b4560a4f964a520a50b26e3,51.04787363751442,-113.99033972803173,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Pizza Places', 'name': 'Pizza Place', 'id': '4bf58dd8d48988d1ca941735', 'shortName': 'Pizza'}]"
11362,ALBERT PARK/RADISSON HEIGHTS,ALB,Ric's Lounge & Grill,4c24cc99a852c928caace36c,51.071218730352484,-113.99911574102899,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'American Restaurants', 'name': 'American Restaurant', 'id': '4bf58dd8d48988d14e941735', 'shortName': 'American'}]"
11364,ALBERT PARK/RADISSON HEIGHTS,ALB,Mekong Restaurant,4b0586ecf964a520ba7522e3,51.03772520264568,-113.99220251240926,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/vietnamese_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Vietnamese Restaurants', 'name': 'Vietnamese Restaurant', 'id': '4bf58dd8d48988d14a941735', 'shortName': 'Vietnamese'}]"
11365,ALBERT PARK/RADISSON HEIGHTS,ALB,Little Caesars Pizza,4bfdb9ace529c9281165bb8c,51.03779838997467,-113.99178251312304,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Pizza Places', 'name': 'Pizza Place', 'id': '4bf58dd8d48988d1ca941735', 'shortName': 'Pizza'}]"
11366,NORTH GLENMORE PARK,NGM,Pfanntastic Pannenkoek Haus,4b40c2f2f964a520d2ba25e3,51.004184867353956,-114.11747632655957,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
11367,NORTH GLENMORE PARK,NGM,Monogram Coffee,5502fb8c498e95778d8e7fd5,51.010967065214984,-114.10005439602287,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Coffee Shops', 'name': 'Coffee Shop', 'id': '4bf58dd8d48988d1e0931735', 'shortName': 'Coffee Shop'}]"
11368,NORTH GLENMORE PARK,NGM,Phil & Sebastian Coffee Roaster,4ca4d97f7f84224b96e5d058,51.00042560750507,-114.0732895713657,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Cafés', 'name': 'Café', 'id': '4bf58dd8d48988d16d941735', 'shortName': 'Café'}]"
11370,NORTH GLENMORE PARK,NGM,Glamorgan Bakery Ltd,4b64c1a0f964a5209fcd2ae3,51.021592,-114.143528,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Bakeries', 'name': 'Bakery', 'id': '4bf58dd8d48988d16a941735', 'shortName': 'Bakery'}]"
11371,NORTH GLENMORE PARK,NGM,Bolero,4bd7626935aad13a8fc58ef3,50.992366574675366,-114.07089722628092,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/argentinian_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Brazilian Restaurants', 'name': 'Brazilian Restaurant', 'id': '4bf58dd8d48988d16b941735', 'shortName': 'Brazilian'}]"
11372,NORTH GLENMORE PARK,NGM,Smuggler's Inn,4b0586e7f964a5202f7422e3,50.99202861339054,-114.07074226894635,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/steakhouse_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Steakhouses', 'name': 'Steakhouse', 'id': '4bf58dd8d48988d1cc941735', 'shortName': 'Steakhouse'}]"
11373,NORTH GLENMORE PARK,NGM,The Keg Steakhouse + Bar,4b0586e7f964a520e07322e3,50.99054230954866,-114.07095336900285,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/steakhouse_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Steakhouses', 'name': 'Steakhouse', 'id': '4bf58dd8d48988d1cc941735', 'shortName': 'Steakhouse'}]"
11374,NORTH GLENMORE PARK,NGM,The Glencoe Club,4b69cf87f964a520a8b52be3,51.028676173377974,-114.08062574473178,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Athletics & Sports', 'name': 'Athletics & Sports', 'id': '4f4528bc4b90abdf24c9de85', 'shortName': 'Athletics & Sports'}]"
11375,NORTH GLENMORE PARK,NGM,Belmont Diner,540b2114498e7fb901fb131a,51.024114,-114.107743,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Breakfast Spots', 'name': 'Breakfast Spot', 'id': '4bf58dd8d48988d143941735', 'shortName': 'Breakfast'}]"
11377,NORTH GLENMORE PARK,NGM,Tango Bistro,4ba56b9cf964a5205e0539e3,50.99217345314099,-114.07091905803837,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/tapas_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Tapas Restaurants', 'name': 'Tapas Restaurant', 'id': '4bf58dd8d48988d1db931735', 'shortName': 'Tapas'}]"
11381,NORTH GLENMORE PARK,NGM,Sidewalk Citizen Bakery,4daf1e3f6a23e6c93498b0f8,51.005044378182895,-114.06708344500097,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bagels_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Bagel Shops', 'name': 'Bagel Shop', 'id': '4bf58dd8d48988d179941735', 'shortName': 'Bagels'}]"
11384,NORTH GLENMORE PARK,NGM,Railroad Cafe,4ba50faef964a5206cd738e3,50.982325224144134,-114.10132011042822,"[{'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True, 'pluralName': 'Sandwich Places', 'name': 'Sandwich Place', 'id': '4bf58dd8d48988d1c5941735', 'shortName': 'Sandwiches'}]"
